x;y
3.092238681145192;0.2994028606158901
3.1972209991089193;3.6722213551106737
1.0126290103731637;2.536039268368917
0.5239175884216829;3.313155486778929
4.668857244703549;1.0617550032359961
3.924705606081171;1.145749795534636
1.6989699229154231;0.3120670410362114
0.23515861204255825;4.4134637711766285
0.29744907686931066;4.0626586908853906
2.3560827885749953;0.5874003272960198
1.5488155077254069;4.499582243614036
2.6462680508687098;3.328710756081336
4.550843773331375;2.659428669714405
1.6411216222364893;3.788892658245774
3.8235159962957916;0.13957286401728772
0.036531762288846706;0.20473887365678425
0.157712613594267;0.18141186902374817
4.364696509096791;4.359277878853278
1.8074167831127246;1.8057182510614627
0.40825448201499964;3.7577075038305034
0.7425120860683075;0.6850838601012392
2.8120705869898264;4.396403699254925
0.5408092780807282;4.459734974907795
0.6602792620501083;2.8146644486265853
2.797666687415851;3.6313949900039812
4.05340565399288;2.492760588424419
0.6393687735183631;0.41149469703415686
2.566020325502604;1.8376058269053364
4.099764462025882;2.1308947846380284
3.499664891560486;0.14943608152048407
0.9288312256857773;3.9179457983112975
2.120756584821971;1.0315986133888473
1.3451622687043507;2.127945313327998
3.3623235066913986;2.7941944123792943
2.2876914539983955;2.7442614159911654
0.4023270966945191;2.2060711262373647
1.692593658194735;1.5929728793956386
1.8242786287026438;2.332328465112413
0.751874981047106;1.3164069766596995
2.302433227228512;2.635847690072039
2.591199175251611;3.043399695718634
3.046574085092971;0.1869981382240498
2.8109261611767673;2.5262407493114463
1.8682100178316225;4.023946513103972
3.0492638257992577;1.3639494718458387
1.0939464658318776;3.791956232608349
3.7405564914399814;2.7493807274352062
1.7172657012824044;4.430396423840075
2.7149424318324797;2.165819876491753
3.137549106852944;0.9244636439075644
1.846163620050724;0.32890063253277846
1.794935552534001;4.243079842523341
3.697775010649299;2.6458782434139603
1.2532152710865825;1.0348152198073912
0.726259882160969;3.2850815600957795
4.605225062232261;2.6779168098093886
2.728450035949852;2.1845804732942837
2.2949366196854104;1.8383173134998676
1.4522409608324358;2.159539486749234
3.303094900157438;3.6473985893008742
2.498570410205118;3.4945581409518742
1.730571352212432;4.504283714764861
3.4025578216328047;1.244330174676266
2.3529371907796777;3.1750783403207805
0.6045804215044583;1.020766320751655
0.17718159510854023;4.392817295146441
4.359384700115428;1.5709159540214674
1.3982869098773287;3.218347409066994
1.3543167529171307;1.7264735511052984
0.9122014211259342;0.21241499462753782
2.5236729471620016;1.82726269407876
0.3238780180566725;1.1789548756282102
1.240481722796907;4.50158142358821
1.6516886993903246;1.994729465082541
4.419232367129108;2.9138508000649552
2.7954845574516645;4.104581491497656
4.221278003948888;1.6885666749112722
3.7363322060106725;1.1660601361076242
0.9166442784948624;2.9003267922936127
1.496044401273215;2.82739468999253
1.4348481016065222;0.527743263877291
2.0647566408192426;0.8434626003007483
3.2434109033629412;3.6334473697310794
3.1662141731939117;3.0728368595566327
2.392136610478537;1.0932473041984054
2.1188129228799166;0.704540261351009
0.17885990244524202;3.4106491323525567
4.5301632458274685;2.907853727494431
4.25665979571703;3.198245768052661
3.0624436109432494;3.6917590788340635
3.8832433090407896;3.0051615593689776
2.0637946181805327;0.3669030603611567
4.2322758026140255;3.1277971747719766
2.587581747755596;2.554625970052998
2.871353305276854;2.4066501187325255
3.4420418838212763;2.243700884375697
2.805794418196666;4.0547959696005815
2.8026913665368705;2.067364571044526
0.6832923785100637;2.115455597755076
3.207694749628736;2.3823281142524917
4.385915189669093;0.9877136232259077
0.9881800968631935;2.9726059753667506
0.4164967048237366;3.3405553782937996
0.82805644765372;3.189843731306316
3.1984596434623405;3.469531457181548
1.0923805043025243;3.25070859209655
0.27665781483354007;0.24552908819430522
0.4584569227312349;2.1747793950820564
1.4245169571033733;1.7792136008878627
3.3082153395471914;0.35578460030472175
0.823220706650428;3.361529141620697
2.2305300490366204;1.8765077367600735
1.6715525519872838;0.5988926854739378
1.6538677091119112;2.625953247291253
1.2776463549555046;3.6999352667556025
1.760461603415666;3.5968137969500598
0.35536286005672574;0.35213956290813914
4.523388231479858;3.9117486516494364
4.186111370117911;1.9806340064632963
0.10081417230922272;4.048729243397001
4.3475886032543;3.988625489880484
4.545507681740917;2.9005974844358615
1.9678070101027036;2.625890525323216
2.745914525016301;2.675084024553205
3.244265035780358;4.307516347441024
3.4160584610955484;2.5873900724790495
3.3628047878864584;2.6033942593207335
1.8053683579959279;1.224245114166567
0.06133213985263272;3.733100324683757
4.037078143489162;1.0602225514697594
0.4713961555788585;4.304221941764067
1.1061084944360329;3.532943628786648
1.8232958502081247;1.5092880935382986
3.85294081821261;0.8708627244832998
3.6621136304729673;2.2062117462109048
0.8094605651646771;1.530621065897337
0.2779600489609683;0.7604299473196052
2.619576508543287;3.643145744508685
0.7167632738685802;0.8347648891709839
4.51196597175595;3.8512942249025035
2.2834320323823083;2.818955545294474
2.2854433701328007;3.6679398828190903
0.4150960367591201;0.6516576966377652
3.7256953277847042;4.488701057323568
1.2467601533098445;1.7572058989130208
1.4539652219789851;0.737763941607445
0.8824938451982067;1.1489557219179787
2.106800096915418;0.9040459356919144
0.12307483864081128;3.286537182357831
0.20603984906416792;1.8183953288434567
3.6031380455419817;2.9454623469675956
0.8269879229389038;3.4439278237765194
2.899044818167006;4.496185402227124
2.2551490287285785;3.2885973678974643
2.725381092714502;2.7597323314236997
4.501902322415666;1.8266951598677774
2.0670507820868074;2.1982538737571766
1.4682951445979329;0.7913379621207295
0.7261416093569727;0.5759928941396788
4.171910905719394;1.4029500110859032
2.323730217523105;0.6623761231702968
3.472080856975546;0.28381179365112397
0.3661217472055516;1.8875719081420888
1.1523298840203853;4.506424674655111
3.365103083683562;3.8054908989585163
0.7759075498557458;2.5379000140071533
3.6922089772473874;3.0480372939884957
2.7983949003337534;3.479344343276156
0.5124774627538753;3.195225508947003
1.559681040211415;2.702647502378262
