x;y
3.944301321905851;2.6743668822371047
4.415422654850845;2.2085856269363027
4.6167281190019755;3.1283999344285616
0.431564769585495;2.7759911079978754
2.1031545655031705;2.7072688764211033
3.8272023670410826;3.5861134088636057
1.7375923924876753;1.5167745244316961
2.71968402921196;3.2350545818854513
3.1595980387363043;3.4832829531731453
3.768925841573978;3.5500999737601187
2.5854101914450136;0.870471571896181
3.0914322800241885;4.519402475793786
0.9575374436001459;2.851714508905638
3.556258942302106;2.1857365989427304
3.010974031270912;1.7100505775333192
1.984725078085275;3.576883962420088
0.4453047641481959;4.053469430148568
4.183590455494497;2.3770446615603156
