x;y
0.577200000000035;0.6093539255167552
2.541899999999991;1.9258736831934267
2.541899999999991;1.9258736831934267
2.5641000000001366;1.9802754995674299
2.5641000000001366;2.034678672632728
2.5530000000001625;2.067321304642082
2.7971999999999877;3.013913492158959
2.7861000000000136;3.046556227817134
2.7750000000000394;3.0900795482549643
2.6196000000000073;3.1336172496353543
2.5752000000001107;3.1336216647834845
2.541899999999991;3.198908829711784
2.8638000000000297;3.1662345569608847
2.464199999999975;2.926899989006754
2.4864000000001205;2.992181895905965
2.4309000000000527;1.871477063295651
2.3976000000001303;1.8497176564385531
2.3421000000000625;1.8061980685408274
1.9092000000000855;1.3927501660787018
1.3764000000001442;0.8269593820136777
1.287600000000154;0.7725563342796571
1.2099000000001379;0.7399149312850261
1.1766000000000183;0.7181534854471492
0.9546000000001413;0.6637525885525309
2.586300000000085;1.338317114598527
2.686200000000049;1.0554174679959314
2.5752000000001107;0.7072410007325716
2.9082000000001234;0.0
2.541899999999991;0.32641926833792134
2.4975000000000946;1.9693990269358013
2.9859000000001394;2.1216953460864914
3.04140000000001;2.1325720778811115
3.085800000000104;2.1434495264849063
3.1412999999999744;2.1543261851407203
3.4077000000001423;2.1978293360379326
3.7074000000000353;2.241329376195712
3.7740000000000773;2.2630850682386385
3.8628000000000675;2.273958870719734
3.9294000000001095;2.2739540597842685
2.2088999999999785;2.2958397767660403
2.164500000000082;2.3502468732471327
1.731600000000105;3.4166094944572074
1.7427000000000792;3.5471793093519284
2.3310000000000883;3.938818861885937
2.519700000000043;3.6885403305824744
2.530800000000017;3.6014938625228825
2.530800000000017;3.4491648169784517
2.1978000000000044;1.9694177531775336
1.6761000000000372;2.0782597513415637
1.3652999999999729;2.1653286174921047
0.8436000000000057;2.208889335052591
0.7104000000001189;2.20889865800959
0.6549000000000511;2.208902542289037
0.6105000000001546;2.1544991064986023
0.5550000000000868;2.1109775838038654
0.5217000000001644;2.089217132333331
0.34409999999998675;1.969533481268004
0.06660000000004196;1.6104614206196466
0.0;1.2622562080474455
0.43289999999997697;0.7616958888703813
0.5105999999999931;0.6964059556660398
0.5550000000000868;0.6419983373429348
0.577200000000035;0.6093539255167552
0.5661000000000609;0.44613428092741886
0.49950000000001893;0.3264404065088833
0.43289999999997697;0.3155597253896771
0.3774000000001063;0.34820444707986326
0.3663000000001322;0.4134929262932243
0.6105000000001546;2.3177187357787763
0.5439000000001126;2.4265369419044704
2.4309000000000527;1.468891881074913
3.463200000000013;0.718101388767052
3.463200000000013;0.6745800924782335
3.463200000000013;0.5875374999005963
3.16350000000012;0.4787388148397435
3.0081000000000877;0.6528288772029359
2.752800000000091;1.0010123899347885
2.5641000000001366;1.9041110572761666
2.586300000000085;1.8823484619956612
2.608500000000033;1.8605858973527054
2.6418000000001527;1.8388227156201273
2.675100000000075;1.80617898354386
2.7083999999999975;1.7735353204081676
2.7639000000000653;1.7408904996379861
2.819400000000133;1.697365247271502
2.874900000000004;1.6756012026863172
2.963699999999994;1.6320744932596833
3.2745000000000584;1.5341348864333089
3.7962000000000256;1.4470677972585382
4.062599999999996;1.4361754339990151
4.695300000000099;1.8169429932502363
4.706400000000073;2.0236603443198096
4.650900000000005;2.1107032225579734
4.595400000000135;2.1542266768880847
4.551000000000041;2.1977495092368335
4.484399999999999;2.23039407457596
2.530800000000017;3.4491648169784517
2.752800000000091;1.0010123899347885
4.484399999999999;2.23039407457596
2.5752000000001107;3.1336216647834845
